date,week,time_of_day,enclosure,taxon,counts,num_lengths,avg_length_um,sd_length_um,avg_length_mm,sd_length_mm,conversion_factor,counts/L
26.04.2023,1,D,E10,Cerio. Quad.,1,1,432,0,0.432,0,7.275853187,0.137440926
26.04.2023,1,D,E10,Chid. Sphaericus,2,2,283.9,47.09331163,0.2839,0.047093312,7.275853187,0.274881852
26.04.2023,1,D,E12,N,598,100,191.759,65.1526926,0.191759,0.065152693,11.64009087,51.37416938
26.04.2023,1,D,E12,E.g.,31,31,837.0612903,98.79839633,0.83706129,0.098798396,11.64009087,2.66320945
26.04.2023,1,D,E12,Eud. Cop.,74,74,470.4662162,87.01979507,0.470466216,0.087019795,11.64009087,6.357338686
26.04.2023,1,D,E12,cyclo. Cop.,134,100,518.372,136.8611337,0.518372,0.136861134,11.64009087,11.51193762
26.04.2023,1,D,E12,C. Spp.,8,8,953.625,81.99421147,0.953625,0.081994211,11.64009087,0.687279858
26.04.2023,1,D,E12,B.l.,4,4,401.425,194.8213776,0.401425,0.194821378,11.64009087,0.343639929
26.04.2023,1,D,E12,Chid. Sphaericus,6,6,281.7333333,32.18743026,0.281733333,0.03218743,11.64009087,0.515459893
26.04.2023,1,D,E14,N,373,100,177.344,47.83481324,0.177344,0.047834813,8.622289533,43.25997156
26.04.2023,1,D,E14,E.g.,36,36,801.5416667,100.5148528,0.801541667,0.100514853,8.622289533,4.175225137
26.04.2023,1,D,E14,Eud. Cop.,122,100,506.511,81.38770524,0.506511,0.081387705,8.622289533,14.14937408
26.04.2023,1,D,E14,cyclo. Cop.,123,100,520.761,98.28296696,0.520761,0.098282967,8.622289533,14.26535255
26.04.2023,1,D,E14,C. Spp.,8,8,887.425,101.530372,0.887425,0.101530372,8.622289533,0.927827808
26.04.2023,1,D,E14,B.l.,5,5,209.14,17.48736687,0.20914,0.017487367,8.622289533,0.57989238
26.04.2023,1,D,E16,N,347,100,191.498,59.71214786,0.191498,0.059712148,4.12638142,84.09305023
26.04.2023,1,D,E16,cyclo. Cop.,146,100,476.972,117.8150889,0.476972,0.117815089,4.12638142,35.3820903
26.04.2023,1,D,E16,Eud. Cop.,42,42,520.2619048,79.68074086,0.520261905,0.079680741,4.12638142,10.17840954
26.04.2023,1,D,E16,E.g.,14,14,823.2214286,94.97256429,0.823221429,0.094972564,4.12638142,3.39280318
26.04.2023,1,D,E16,C. Spp.,10,10,1062.42,133.47941,1.06242,0.13347941,4.12638142,2.423430843
26.04.2023,1,D,E16,Harpacticoid,1,1,446.7,0,0.4467,0,4.12638142,0.242343084
26.04.2023,1,D,E17,N,459,100,169.761,56.70865983,0.169761,0.05670866,10.5846037,43.36487344
26.04.2023,1,D,E17,E.g.,29,29,829.0068966,61.34083312,0.829006897,0.061340833,10.5846037,2.739828605
26.04.2023,1,D,E17,Eud. Cop.,87,87,458.3471264,67.21675947,0.458347126,0.067216759,10.5846037,8.219485816
26.04.2023,1,D,E17,cyclo. Cop.,135,100,472.906,97.4207192,0.472906,0.097420719,10.5846037,12.75437454
26.04.2023,1,D,E17,C. Spp.,8,8,1014.75,142.7429858,1.01475,0.142742986,10.5846037,0.755814788
26.04.2023,1,D,E17,Alona spp.,2,2,209.3,35.35533906,0.2093,0.035355339,10.5846037,0.188953697
26.04.2023,1,D,E17,B.l.,3,3,303.2666667,56.36189611,0.303266667,0.056361896,10.5846037,0.283430545
26.04.2023,1,D,E17,Chid. Sphaericus,3,3,303.2333333,51.54661321,0.303233333,0.051546613,10.5846037,0.283430545
26.04.2023,1,D,E18,N,252,100,240.936,68.20200909,0.240936,0.068202009,11.51903902,21.87682493
26.04.2023,1,D,E18,E.g.,6,6,881.55,33.58920958,0.88155,0.03358921,11.51903902,0.520876784
26.04.2023,1,D,E18,E.l.,1,1,901.2,0,0.9012,0,11.51903902,0.086812797
26.04.2023,1,D,E18,Eud. Cop.,102,100,461.169,81.20961616,0.461169,0.081209616,11.51903902,8.854905327
26.04.2023,1,D,E18,cyclo. Cop.,14,14,474.7428571,103.973678,0.474742857,0.103973678,11.51903902,1.215379163
26.04.2023,1,D,E18,C. Spp.,2,2,1033.05,398.1718285,1.03305,0.398171828,11.51903902,0.173625595
26.04.2023,1,D,E18,B.c.,1,1,491.2,0,0.4912,0,11.51903902,0.086812797
26.04.2023,1,D,E18,B.l.,11,11,287.0545455,50.66269562,0.287054545,0.050662696,11.51903902,0.954940771
26.04.2023,1,D,E19,N,976,100,186.97,62.19844991,0.18697,0.06219845,19.01717455,51.32202985
26.04.2023,1,D,E19,E.g.,59,59,851.9711864,80.9313205,0.851971186,0.080931321,19.01717455,3.102458772
26.04.2023,1,D,E19,Eud. Cop.,121,100,463.306,92.4473083,0.463306,0.092447308,19.01717455,6.362669685
26.04.2023,1,D,E19,cyclo. Cop.,81,81,527.337037,158.0279607,0.527337037,0.158027961,19.01717455,4.259307805
26.04.2023,1,D,E19,C. Spp.,33,33,979.1454545,92.12336189,0.979145455,0.092123362,19.01717455,1.73527355
26.04.2023,1,D,E19,Alona spp.,2,2,208.45,23.54665581,0.20845,0.023546656,19.01717455,0.105168094
26.04.2023,1,D,E23,N,509,100,229.072,63.21162801,0.229072,0.063211628,6.783150928,75.03887284
26.04.2023,1,D,E23,E.g.,163,100,910.56,49.3480056,0.91056,0.049348006,6.783150928,24.0301302
26.04.2023,1,D,E23,Eud. Cop.,151,100,474.633,64.21454264,0.474633,0.064214543,6.783150928,22.26104086
26.04.2023,1,D,E23,cyclo. Cop.,100,100,498.932,109.7801245,0.498932,0.109780124,6.783150928,14.74241117
26.04.2023,1,D,E23,C. Spp.,22,22,979.5409091,91.10148532,0.979540909,0.091101485,6.783150928,3.243330457
26.04.2023,1,D,E23,B.l.,4,4,376.725,57.09006773,0.376725,0.057090068,6.783150928,0.589696447
26.04.2023,1,D,E24,N,245,100,193.28,60.27252251,0.19328,0.060272523,3.567843945,68.66892269
26.04.2023,1,D,E24,cyclo. Cop.,125,100,479.273,105.7993163,0.479273,0.105799316,3.567843945,35.03516464
26.04.2023,1,D,E24,Eud. Cop.,30,30,499.7266667,77.35151263,0.499726667,0.077351513,3.567843945,8.408439512
26.04.2023,1,D,E24,E.g.,18,18,801.7,112.2047655,0.8017,0.112204766,3.567843945,5.045063707
26.04.2023,1,D,E24,B.l.,8,8,315.4375,44.78060605,0.3154375,0.044780606,3.567843945,2.242250537
26.04.2023,1,D,E24,C. Spp.,3,3,908.4666667,54.49599374,0.908466667,0.054495994,3.567843945,0.840843951
26.04.2023,1,D,E24,B.c.,2,2,476.15,1.48492424,0.47615,0.001484924,3.567843945,0.560562634
26.04.2023,1,D,E24,Chid. Sphaericus,2,2,272.9,41.15361467,0.2729,0.041153615,3.567843945,0.560562634
26.04.2023,1,D,L01,N,215,100,228.213,84.00452568,0.228213,0.084004526,17.49942506,12.28611793
26.04.2023,1,D,L01,E.g.,8,8,904.5125,68.84766699,0.9045125,0.068847667,17.49942506,0.457157876
26.04.2023,1,D,L01,E.l.,14,14,975.1285714,91.1240273,0.975128571,0.091124027,17.49942506,0.800026284
26.04.2023,1,D,L01,Eud. Cop.,43,43,540.5860465,104.6620902,0.540586047,0.10466209,17.49942506,2.457223586
26.04.2023,1,D,L01,Daphnia longispina,1,1,449.3,0,0.4493,0,17.49942506,0.057144735
26.04.2023,1,D,L01,cyclo. Cop.,131,100,531.742,76.12385201,0.531742,0.076123852,17.49942506,7.485960226
26.04.2023,1,D,L01,B.c.,30,30,395.9633333,66.64516685,0.395963333,0.066645167,17.49942506,1.714342037
26.04.2023,1,D,L01,B.l.,18,18,357.2222222,46.34961204,0.357222222,0.046349612,17.49942506,1.028605222
03.05.2023,2,D,E01,N,412,100,189.959,63.38757023,0.189959,0.06338757,4.151866019,99.23248922
03.05.2023,2,D,E01,cyclo. Cop.,101,100,562.176,151.0196001,0.562176,0.1510196,4.151866019,24.32641119
03.05.2023,2,D,E01,Eud. Cop.,78,78,546.2589744,95.78569483,0.546258974,0.095785695,4.151866019,18.7867334
03.05.2023,2,D,E01,E.g.,17,17,861.5647059,73.29507096,0.861564706,0.073295071,4.151866019,4.094544458
03.05.2023,2,D,E01,C. Spp.,3,3,1027.9,120.1017485,1.0279,0.120101749,4.151866019,0.722566669
03.05.2023,2,D,E01,B.c.,1,1,488.7,0,0.4887,0,4.151866019,0.240855556
03.05.2023,2,D,E01,Diaphanosoma,1,1,280.7,0,0.2807,0,4.151866019,0.240855556
03.05.2023,2,D,E02,N,374,100,226.373,68.16351975,0.226373,0.06816352,5.572632447,67.11370318
03.05.2023,2,D,E02,Eud. Cop.,138,100,575.27,112.2539964,0.57527,0.112253996,5.572632447,24.76387978
03.05.2023,2,D,E02,cyclo. Cop.,36,36,570.7888889,157.9092647,0.570788889,0.157909265,5.572632447,6.460142552
03.05.2023,2,D,E02,E.g.,31,31,968.4290323,59.91116309,0.968429032,0.059911163,5.572632447,5.562900531
03.05.2023,2,D,E02,C. Spp.,7,7,1116.585714,95.92310164,1.116585714,0.095923102,5.572632447,1.25613883
03.05.2023,2,D,E02,Diaphanosoma,2,2,348.9,35.77960313,0.3489,0.035779603,5.572632447,0.358896808
03.05.2023,2,D,E02,B.c.,1,1,538.7,0,0.5387,0,5.572632447,0.179448404
03.05.2023,2,D,E07,N,125,100,243.812,64.46999033,0.243812,0.06446999,3.546606778,35.24495604
03.05.2023,2,D,E07,Eud. Cop.,150,100,477.378,88.34033086,0.477378,0.088340331,3.546606778,42.29394725
03.05.2023,2,D,E07,cyclo. Cop.,12,12,570.6083333,100.4946625,0.570608333,0.100494663,3.546606778,3.38351578
03.05.2023,2,D,E07,E.g.,10,10,881.16,52.66291548,0.88116,0.052662915,3.546606778,2.819596483
03.05.2023,2,D,E08,N,217,100,262.732,62.5907759,0.262732,0.062590776,29.18836142,7.434470093
03.05.2023,2,D,E08,E.g.,1,1,804.2,0,0.8042,0,29.18836142,0.034260231
03.05.2023,2,D,E08,Eud. Cop.,109,100,503.284,82.01743559,0.503284,0.082017436,29.18836142,3.734365162
03.05.2023,2,D,E08,Alona spp.,6,6,313.9833333,41.11663491,0.313983333,0.041116635,29.18836142,0.205561385
03.05.2023,2,D,E08,cyclo. Cop.,15,15,539.4,120.3146529,0.5394,0.120314653,29.18836142,0.513903463
03.05.2023,2,D,E08,C. Spp.,1,1,1028.9,0,1.0289,0,29.18836142,0.034260231
03.05.2023,2,D,E08,B.c.,2,2,394.05,12.37436867,0.39405,0.012374369,29.18836142,0.068520462
03.05.2023,2,D,E08,B.l.,69,69,294.2318841,54.62298992,0.294231884,0.05462299,29.18836142,2.363955928
03.05.2023,2,D,E08,Diaphanosoma,1,1,412.6,0,0.4126,0,29.18836142,0.034260231
03.05.2023,2,D,E09,N,297,100,183.648,51.27243826,0.183648,0.051272438,17.50282301,16.96869127
03.05.2023,2,D,E09,E.g.,13,13,848.2923077,93.01819232,0.848292308,0.093018192,17.50282301,0.742737328
03.05.2023,2,D,E09,Eud. Cop.,105,100,544.222,133.7885989,0.544222,0.133788599,17.50282301,5.999032267
03.05.2023,2,D,E09,cyclo. Cop.,13,12,494.5416667,103.8710517,0.494541667,0.103871052,17.50282301,0.742737328
03.05.2023,2,D,E09,B.l.,6,6,329.7666667,74.77739409,0.329766667,0.074777394,17.50282301,0.342801844
03.05.2023,2,D,E09,Cerio. Quad.,9,9,378.5777778,112.7639213,0.378577778,0.112763921,17.50282301,0.514202766
03.05.2023,2,D,E10,N,603,100,198.791,62.77385915,0.198791,0.062773859,6.614411989,91.16456626
03.05.2023,2,D,E10,cyclo. Cop.,189,100,437.718,67.71146059,0.437718,0.067711461,6.614411989,28.57396853
03.05.2023,2,D,E10,Eud. Cop.,170,100,438.407,67.86383315,0.438407,0.067863833,6.614411989,25.70145317
03.05.2023,2,D,E10,E.g.,87,87,796.8114943,88.07784932,0.796811494,0.088077849,6.614411989,13.15309662
03.05.2023,2,D,E10,B.l.,16,16,329.55625,64.95708295,0.32955625,0.064957083,6.614411989,2.418960299
03.05.2023,2,D,E10,C. Spp.,6,6,905.7,110.1614815,0.9057,0.110161481,6.614411989,0.907110112
03.05.2023,2,D,E10,Chid. Sphaericus,6,6,353.7666667,72.27078709,0.353766667,0.072270787,6.614411989,0.907110112
03.05.2023,2,D,E10,B.c.,2,2,464.8,28.99137803,0.4648,0.028991378,6.614411989,0.302370037
03.05.2023,2,D,E10,D. longispina,1,1,540.5,0,0.5405,0,6.614411989,0.151185019
03.05.2023,2,D,E12,N,222,100,210.176,63.00822316,0.210176,0.063008223,7.76006058,28.60802409
03.05.2023,2,D,E12,cyclo. Cop.,138,100,481.2,108.8470255,0.4812,0.108847025,7.76006058,17.78336633
03.05.2023,2,D,E12,Eud. Cop.,67,67,464.6014925,66.90901215,0.464601493,0.066909012,7.76006058,8.633953216
03.05.2023,2,D,E12,E.g.,30,30,778.6933333,103.4657896,0.778693333,0.10346579,7.76006058,3.865949201
03.05.2023,2,D,E12,C. Spp.,16,16,897.23125,87.2023602,0.89723125,0.08720236,7.76006058,2.061839574
03.05.2023,2,D,E12,Alona spp.,1,1,178.8,0,0.1788,0,7.76006058,0.128864973
03.05.2023,2,D,E12,B.c.,1,1,450.7,0,0.4507,0,7.76006058,0.128864973
03.05.2023,2,D,E12,B.l.,1,1,279.7,0,0.2797,0,7.76006058,0.128864973
03.05.2023,2,D,E12,Chid. Sphaericus,1,1,429.1,0,0.4291,0,7.76006058,0.128864973
03.05.2023,2,D,E14,N,175,100,197.203,56.28880516,0.197203,0.056288805,5.748193022,30.44434996
03.05.2023,2,D,E14,Eud. Cop.,126,100,537.752,92.57613136,0.537752,0.092576131,5.748193022,21.91993197
03.05.2023,2,D,E14,cyclo. Cop.,73,73,568.5890411,121.2921972,0.568589041,0.121292197,5.748193022,12.69964313
03.05.2023,2,D,E14,E.g.,34,34,864.5852941,69.79038369,0.864585294,0.069790384,5.748193022,5.914902278
03.05.2023,2,D,E14,C. Spp.,4,4,948.95,165.9437957,0.94895,0.165943796,5.748193022,0.695870856
03.05.2023,2,D,E14,B.c.,1,1,367.7,0,0.3677,0,5.748193022,0.173967714
03.05.2023,2,D,E14,B.l.,1,1,268.1,0,0.2681,0,5.748193022,0.173967714
03.05.2023,2,D,E14,Diaphanosoma,1,1,312.7,0,0.3127,0,5.748193022,0.173967714
03.05.2023,2,D,E16,N,218,100,210.362,62.34040922,0.210362,0.062340409,4.12638142,52.83079237
03.05.2023,2,D,E16,cyclo. Cop.,100,100,486.327,123.1716572,0.486327,0.123171657,4.12638142,24.23430843
03.05.2023,2,D,E16,Eud. Cop.,99,99,503.9171717,86.92988383,0.503917172,0.086929884,4.12638142,23.99196534
03.05.2023,2,D,E16,E.g.,47,47,857.1914894,104.2568626,0.857191489,0.104256863,4.12638142,11.39012496
03.05.2023,2,D,E16,C. Spp.,4,4,945.575,77.69973724,0.945575,0.077699737,4.12638142,0.969372337
03.05.2023,2,D,E16,B.l.,2,2,311.2,12.02081528,0.3112,0.012020815,4.12638142,0.484686169
03.05.2023,2,D,E16,Cerio. Quad.,2,2,338.25,8.414570696,0.33825,0.008414571,4.12638142,0.484686169
03.05.2023,2,D,E17,N,347,100,191.644,48.16234818,0.191644,0.048162348,10.5846037,32.78346641
03.05.2023,2,D,E17,E.g.,62,62,820.1467742,70.64207569,0.820146774,0.070642076,10.5846037,5.857564604
03.05.2023,2,D,E17,Eud. Cop.,156,100,528.437,85.79248002,0.528437,0.08579248,10.5846037,14.73838836
03.05.2023,2,D,E17,cyclo. Cop.,143,100,539.992,123.8427528,0.539992,0.123842753,10.5846037,13.51018933
03.05.2023,2,D,E17,C. Spp.,11,11,971.0818182,71.53958091,0.971081818,0.071539581,10.5846037,1.039245333
03.05.2023,2,D,E17,B.c.,1,1,702.7,0,0.7027,0,10.5846037,0.094476848
03.05.2023,2,D,E17,B.l.,3,3,328.7333333,16.31573882,0.328733333,0.016315739,10.5846037,0.283430545
03.05.2023,2,D,E17,Chid. Sphaericus,1,1,261.5,0,0.2615,0,10.5846037,0.094476848
03.05.2023,2,D,E18,N,227,100,223.832,59.70888786,0.223832,0.059708888,14.39879878,15.76520399
03.05.2023,2,D,E18,E.g.,13,13,840.6230769,100.0943984,0.840623077,0.100094398,14.39879878,0.902853092
03.05.2023,2,D,E18,Eud. Cop.,134,100,436.484,76.57132375,0.436484,0.076571324,14.39879878,9.306331873
03.05.2023,2,D,E18,Alona spp.,2,2,240.7,28.84995667,0.2407,0.028849957,14.39879878,0.138900476
03.05.2023,2,D,E18,cyclo. Cop.,8,8,495.4625,135.8815129,0.4954625,0.135881513,14.39879878,0.555601903
03.05.2023,2,D,E18,B.l.,21,21,284.4,42.43087319,0.2844,0.042430873,14.39879878,1.458454995
03.05.2023,2,D,E19,N,427,100,177.404,57.27447458,0.177404,0.057274475,9.508587275,44.90677612
03.05.2023,2,D,E19,E.g.,40,40,752.815,84.18402477,0.752815,0.084184025,9.508587275,4.206723758
03.05.2023,2,D,E19,Eud. Cop.,129,100,457.422,90.42554902,0.457422,0.090425549,9.508587275,13.56668412
03.05.2023,2,D,E19,Alona spp.,2,2,226.6,49.49747468,0.2266,0.049497475,9.508587275,0.210336188
03.05.2023,2,D,E19,cyclo. Cop.,30,30,390.6533333,84.38672364,0.390653333,0.084386724,9.508587275,3.155042819
03.05.2023,2,D,E19,C. Spp.,5,5,901.38,69.32198064,0.90138,0.069321981,9.508587275,0.52584047
03.05.2023,2,D,E23,N,289,100,193.231,59.20315767,0.193231,0.059203158,3.391575464,85.21113655
03.05.2023,2,D,E23,Eud. Cop.,123,100,433.123,81.28378378,0.433123,0.081283784,3.391575464,36.26633147
03.05.2023,2,D,E23,cyclo. Cop.,54,54,448.6944444,86.33004116,0.448694444,0.086330041,3.391575464,15.92180406
03.05.2023,2,D,E23,E.g.,22,22,837.7045455,91.86769719,0.837704545,0.091867697,3.391575464,6.486660914
03.05.2023,2,D,E23,C. Spp.,3,3,861.2,158.8402972,0.8612,0.158840297,3.391575464,0.88454467
03.05.2023,2,D,E23,Cerio. Quad.,3,3,446.6,148.9951677,0.4466,0.148995168,3.391575464,0.88454467
03.05.2023,2,D,E23,B.c.,1,1,410.2,0,0.4102,0,3.391575464,0.294848223
03.05.2023,2,D,E23,B.l.,1,1,331.5,0,0.3315,0,3.391575464,0.294848223
03.05.2023,2,D,E24,N,156,100,181.264,61.62836734,0.181264,0.061628367,3.567843945,43.72388546
03.05.2023,2,D,E24,cyclo. Cop.,195,100,506.533,112.8293509,0.506533,0.112829351,3.567843945,54.65485683
03.05.2023,2,D,E24,Eud. Cop.,68,68,501.7897059,82.71747481,0.501789706,0.082717475,3.567843945,19.05912956
03.05.2023,2,D,E24,E.g.,32,32,793.175,100.0407594,0.793175,0.100040759,3.567843945,8.969002147
03.05.2023,2,D,E24,C. Spp.,3,3,964.3,65.97022055,0.9643,0.065970221,3.567843945,0.840843951
03.05.2023,2,D,E24,B.c.,2,2,406.15,81.38799051,0.40615,0.081387991,3.567843945,0.560562634
03.05.2023,2,D,E24,Alona spp.,1,1,248,0,0.248,0,3.567843945,0.280281317
03.05.2023,2,D,E24,B.l.,1,1,283.6,0,0.2836,0,3.567843945,0.280281317
03.05.2023,2,D,L01,N,231,100,248.089,80.38978891,0.248089,0.080389789,13.99954005,16.5005421
03.05.2023,2,D,L01,E.g.,4,4,945.55,41.50811166,0.94555,0.041508112,13.99954005,0.285723673
03.05.2023,2,D,L01,E.l.,11,11,1030.354545,92.43900003,1.030354545,0.092439,13.99954005,0.7857401
03.05.2023,2,D,L01,Eud. Cop.,37,37,609.2081081,115.6691171,0.609208108,0.115669117,13.99954005,2.642943973
03.05.2023,2,D,L01,Eur. Cop.,18,18,708.1222222,125.6885533,0.708122222,0.125688553,13.99954005,1.285756527
03.05.2023,2,D,L01,cyclo. Cop.,112,100,610.558,90.93077751,0.610558,0.090930778,13.99954005,8.000262837
03.05.2023,2,D,L01,B.c.,22,22,425.4545455,64.04593387,0.425454545,0.064045934,13.99954005,1.5714802
03.05.2023,2,D,L01,B.l.,7,7,333.4571429,90.79931823,0.333457143,0.090799318,13.99954005,0.500016427
10.05.2023,3,D,E01,N,262,100,186.492,52.58855865,0.186492,0.052588559,3.321492815,78.88019471
10.05.2023,3,D,E01,cyclo. Cop.,176,100,536.046,118.6884347,0.536046,0.118688435,3.321492815,52.9882224
10.05.2023,3,D,E01,Eud. Cop.,65,65,528.3876923,76.88892457,0.528387692,0.076888925,3.321492815,19.56951395
10.05.2023,3,D,E01,E.g.,57,57,780.1017544,95.50376674,0.780101754,0.095503767,3.321492815,17.16095839
10.05.2023,3,D,E01,C. Spp.,41,41,1140.965854,170.5876631,1.140965854,0.170587663,3.321492815,12.34384726
10.05.2023,3,D,E02,N,204,100,182.621,51.23602997,0.182621,0.05123603,2.786316224,73.21494893
10.05.2023,3,D,E02,Eud. Cop.,166,100,554.533,97.76944748,0.554533,0.097769447,2.786316224,59.5768702
10.05.2023,3,D,E02,E.g.,42,42,913.7452381,96.03675161,0.913745238,0.096036752,2.786316224,15.07366596
10.05.2023,3,D,E02,cyclo. Cop.,12,12,552.3083333,133.5377812,0.552308333,0.133537781,2.786316224,4.306761702
10.05.2023,3,D,E02,C. Spp.,7,7,1081.757143,139.8527661,1.081757143,0.139852766,2.786316224,2.512277659
10.05.2023,3,D,E02,Alona spp.,1,1,684.5,0,0.6845,0,2.786316224,0.358896808
10.05.2023,3,D,E02,Diaphanosoma,1,1,528,0,0.528,0,2.786316224,0.358896808
10.05.2023,3,D,E07,N,70,70,210.8471429,72.15878771,0.210847143,0.072158788,2.364404519,29.60576307
10.05.2023,3,D,E07,Eud. Cop.,115,100,489.327,73.54525557,0.489327,0.073545256,2.364404519,48.63803934
10.05.2023,3,D,E07,E.g.,36,36,802.8833333,86.86560227,0.802883333,0.086865602,2.364404519,15.22582101
10.05.2023,3,D,E07,cyclo. Cop.,10,10,550.41,106.2919193,0.55041,0.106291919,2.364404519,4.229394725
10.05.2023,3,D,E07,Cerio. Quad.,2,2,364.1,55.29575029,0.3641,0.05529575,2.364404519,0.845878945
10.05.2023,3,D,E07,Diaphanosoma,2,2,497,54.02295808,0.497,0.054022958,2.364404519,0.845878945
10.05.2023,3,D,E08,N,92,92,214.101087,66.10682579,0.214101087,0.066106826,14.59418071,6.303882475
10.05.2023,3,D,E08,E.g.,6,6,998.9166667,128.5255215,0.998916667,0.128525521,14.59418071,0.41112277
10.05.2023,3,D,E08,Eud. Cop.,130,100,534.363,121.7083272,0.534363,0.121708327,14.59418071,8.907660019
10.05.2023,3,D,E08,cyclo. Cop.,11,11,530.2181818,140.9999916,0.530218182,0.140999992,14.59418071,0.753725079
10.05.2023,3,D,E08,C. Spp.,1,1,1193,0,1.193,0,14.59418071,0.068520462
10.05.2023,3,D,E08,B.l.,117,100,297.736,58.0189198,0.297736,0.05801892,14.59418071,8.016894017
10.05.2023,3,D,E09,N,211,100,184.202,47.5919503,0.184202,0.04759195,10.93926438,19.28831708
10.05.2023,3,D,E09,E.g.,21,21,898.9952381,68.16391623,0.898995238,0.068163916,10.93926438,1.919690326
10.05.2023,3,D,E09,Eud. Cop.,100,100,542.032,134.2099177,0.542032,0.134209918,10.93926438,9.141382502
10.05.2023,3,D,E09,cyclo. Cop.,8,8,542.2625,157.8440545,0.5422625,0.157844054,10.93926438,0.7313106
