date,week,time_of_day,enclosure,taxon,length_um
22.03.2023,0,D,E02,Nauplien,262.2
22.03.2023,0,D,E02,Nauplien,118.4
22.03.2023,0,D,E02,Nauplien,141.3
22.03.2023,0,D,E02,Nauplien,194
22.03.2023,0,D,E02,Nauplien,282.2
22.03.2023,0,D,E02,Nauplien,169.8
22.03.2023,0,D,E02,Nauplien,219.6
22.03.2023,0,D,E02,Nauplien,161.6
22.03.2023,0,D,E02,Nauplien,165
22.03.2023,0,D,E02,Nauplien,264.5
22.03.2023,0,D,E02,Nauplien,219.3
22.03.2023,0,D,E02,Nauplien,225.5
22.03.2023,0,D,E02,Nauplien,244.3
22.03.2023,0,D,E02,Nauplien,261.5
22.03.2023,0,D,E02,Eudiaptomus gracilis,986
22.03.2023,0,D,E02,Eudiaptomus gracilis,1074.5
22.03.2023,0,D,E02,Eudiaptomus gracilis,927.4
22.03.2023,0,D,E02,Eudiaptomus gracilis,910.5
22.03.2023,0,D,E02,Eudiaptomus gracilis,1050.4
22.03.2023,0,D,E02,Eudiaptomus gracilis,993.2
22.03.2023,0,D,E02,Eudiaptomus gracilis,936.2
22.03.2023,0,D,E02,Eudiaptomus gracilis,1022
22.03.2023,0,D,E02,Eudiaptomus gracilis,1083.8
22.03.2023,0,D,E02,Eudiaptomus gracilis,987.4
22.03.2023,0,D,E02,Eudiaoptums Copepoditstadien ,430.7
22.03.2023,0,D,E02,Eudiaoptums Copepoditstadien ,439
22.03.2023,0,D,E02,Eudiaoptums Copepoditstadien ,522
22.03.2023,0,D,E02,Eudiaoptums Copepoditstadien ,713.5
22.03.2023,0,D,E02,Eudiaoptums Copepoditstadien ,440.8
22.03.2023,0,D,E02,Eudiaoptums Copepoditstadien ,430.1
22.03.2023,0,D,E02,Eudiaoptums Copepoditstadien ,486.2
22.03.2023,0,D,E02,Eudiaoptums Copepoditstadien ,420.7
22.03.2023,0,D,E02,Eudiaoptums Copepoditstadien ,504.2
22.03.2023,0,D,E02,Eudiaoptums Copepoditstadien ,500.8
22.03.2023,0,D,E02,Chydorus sphaericus,263.2
22.03.2023,0,D,E02,cyclopoide Copepoditstadien,794.7
22.03.2023,0,D,E02,cyclopoide Copepoditstadien,695
22.03.2023,0,D,E02,cyclopoide Copepoditstadien,603.7
22.03.2023,0,D,E02,cyclopoide Copepoditstadien,831.4
22.03.2023,0,D,E02,cyclopoide Copepoditstadien,778.9
22.03.2023,0,D,E02,cyclopoide Copepoditstadien,632
22.03.2023,0,D,E02,cyclopoide Copepoditstadien,547.5
22.03.2023,0,D,E02,cyclopoide Copepoditstadien,530.5
22.03.2023,0,D,E02,cyclopoide Copepoditstadien,721
22.03.2023,0,D,E02,cyclopoide Copepoditstadien,534.5
22.03.2023,0,D,E02,Cyclops spec.,905.9
22.03.2023,0,D,E02,Cyclops spec.,1018.2
22.03.2023,0,D,E02,Cyclops spec.,1134.9
22.03.2023,0,D,E02,Cyclops spec.,1066.4
22.03.2023,0,D,E02,Cyclops spec.,1150.5
22.03.2023,0,D,E02,Cyclops spec.,1129.3
22.03.2023,0,D,E02,Cyclops spec.,851.5
22.03.2023,0,D,E02,Cyclops spec.,1095.5
22.03.2023,0,D,E02,Cyclops spec.,837.7
22.03.2023,0,D,E02,Cyclops spec.,982.7
22.03.2023,0,D,E03,Nauplien,202.6
22.03.2023,0,D,E03,Nauplien,325.5
22.03.2023,0,D,E03,Nauplien,181.6
22.03.2023,0,D,E03,Nauplien,164.8
22.03.2023,0,D,E03,Nauplien,127.3
22.03.2023,0,D,E03,Nauplien,145.3
22.03.2023,0,D,E03,Nauplien,151.3
22.03.2023,0,D,E03,Nauplien,201.1
22.03.2023,0,D,E03,Nauplien,242.6
22.03.2023,0,D,E03,Nauplien,163.6
22.03.2023,0,D,E03,Nauplien,194.5
22.03.2023,0,D,E03,Nauplien,268.7
22.03.2023,0,D,E03,Nauplien,138.1
22.03.2023,0,D,E03,Nauplien,149.6
22.03.2023,0,D,E03,Nauplien,289.7
22.03.2023,0,D,E03,Eudiaoptums Copepoditstadien ,609.7
22.03.2023,0,D,E03,Eudiaoptums Copepoditstadien ,620.4
22.03.2023,0,D,E03,Eudiaoptums Copepoditstadien ,450.5
22.03.2023,0,D,E03,Eudiaptomus gracilis,1014.7
22.03.2023,0,D,E03,Eudiaptomus gracilis,1015.2
22.03.2023,0,D,E03,Eudiaptomus gracilis,893.7
22.03.2023,0,D,E03,Eudiaptomus gracilis,978
22.03.2023,0,D,E03,Eudiaptomus gracilis,923.4
22.03.2023,0,D,E03,Eudiaptomus gracilis,753
22.03.2023,0,D,E03,Eudiaptomus gracilis,997
22.03.2023,0,D,E03,Eudiaptomus gracilis,1054.5
22.03.2023,0,D,E03,Eudiaptomus gracilis,866.7
22.03.2023,0,D,E03,Eudiaptomus gracilis,967
22.03.2023,0,D,E03,cyclopoide Copepoditstadien,460.5
22.03.2023,0,D,E03,cyclopoide Copepoditstadien,540.9
22.03.2023,0,D,E03,cyclopoide Copepoditstadien,458
22.03.2023,0,D,E03,cyclopoide Copepoditstadien,447.8
22.03.2023,0,D,E03,cyclopoide Copepoditstadien,547
22.03.2023,0,D,E03,cyclopoide Copepoditstadien,465.8
22.03.2023,0,D,E03,cyclopoide Copepoditstadien,656.7
22.03.2023,0,D,E03,cyclopoide Copepoditstadien,722.7
22.03.2023,0,D,E03,cyclopoide Copepoditstadien,382.1
22.03.2023,0,D,E03,cyclopoide Copepoditstadien,592.5
22.03.2023,0,D,E03,Cyclops spec.,928
22.03.2023,0,D,E03,Cyclops spec.,1051.5
22.03.2023,0,D,E03,Cyclops spec.,832
22.03.2023,0,D,E03,Cyclops spec.,850
22.03.2023,0,D,E03,Cyclops spec.,997.7
22.03.2023,0,D,E03,Cyclops spec.,834.7
22.03.2023,0,D,E03,Cyclops spec.,914
22.03.2023,0,D,E03,Cyclops spec.,1062.9
22.03.2023,0,D,E03,Cyclops spec.,965
22.03.2023,0,D,E03,Cyclops spec.,849.7
22.03.2023,0,D,E03,Bosmina coregoni,317.7
22.03.2023,0,D,E03,Bosmina coregoni,380.1
22.03.2023,0,D,E03,Bosmina coregoni,670
22.03.2023,0,D,E03,Bosmina coregoni,372.2
22.03.2023,0,D,E03,Bosmina coregoni,404.5
22.03.2023,0,D,E03,Bosmina coregoni,523.5
22.03.2023,0,D,E03,Bosmina coregoni,470.7
22.03.2023,0,D,E03,Bosmina coregoni,545.5
22.03.2023,0,D,E03,Bosmina coregoni,445.5
27.03.2023,0,D,E04,Nauplien,155
27.03.2023,0,D,E04,Nauplien,145.1
27.03.2023,0,D,E04,Nauplien,161.3
27.03.2023,0,D,E04,Nauplien,219.3
27.03.2023,0,D,E04,Nauplien,272.3
27.03.2023,0,D,E04,Nauplien,156.3
27.03.2023,0,D,E04,Nauplien,148
27.03.2023,0,D,E04,Nauplien,352.1
27.03.2023,0,D,E04,Nauplien,239.6
27.03.2023,0,D,E04,Nauplien,234.8
27.03.2023,0,D,E04,Nauplien,391.1
27.03.2023,0,D,E04,Nauplien,233.5
27.03.2023,0,D,E04,Nauplien,469.1
27.03.2023,0,D,E04,Nauplien,241
27.03.2023,0,D,E04,Nauplien,256
27.03.2023,0,D,E04,Eudiaptomus gracilis,891
27.03.2023,0,D,E04,Eudiaptomus gracilis,960.4
27.03.2023,0,D,E04,Eudiaptomus gracilis,859.9
27.03.2023,0,D,E04,Eudiaptomus gracilis,885.5
27.03.2023,0,D,E04,Eudiaptomus gracilis,889.9
27.03.2023,0,D,E04,Eudiaptomus gracilis,903.7
27.03.2023,0,D,E04,Eudiaptomus gracilis,884.4
27.03.2023,0,D,E04,Eudiaptomus gracilis,848.2
27.03.2023,0,D,E04,Eudiaptomus gracilis,978
27.03.2023,0,D,E04,Eudiaptomus gracilis,802
27.03.2023,0,D,E04,Eudiaoptums Copepoditstadien ,507.5
27.03.2023,0,D,E04,Eudiaoptums Copepoditstadien ,589
27.03.2023,0,D,E04,Eudiaoptums Copepoditstadien ,458.2
27.03.2023,0,D,E04,Eudiaoptums Copepoditstadien ,514.5
27.03.2023,0,D,E04,Eudiaoptums Copepoditstadien ,484.5
27.03.2023,0,D,E04,Eudiaoptums Copepoditstadien ,496.2
27.03.2023,0,D,E04,Eudiaoptums Copepoditstadien ,455.6
27.03.2023,0,D,E04,Eudiaoptums Copepoditstadien ,512.9
27.03.2023,0,D,E04,Eudiaoptums Copepoditstadien ,575.5
27.03.2023,0,D,E04,Eudiaoptums Copepoditstadien ,495.6
27.03.2023,0,D,E04,cyclopoide Copepoditstadien,712
27.03.2023,0,D,E04,cyclopoide Copepoditstadien,470.3
27.03.2023,0,D,E04,cyclopoide Copepoditstadien,707.7
27.03.2023,0,D,E04,cyclopoide Copepoditstadien,558
27.03.2023,0,D,E04,cyclopoide Copepoditstadien,514.4
27.03.2023,0,D,E04,cyclopoide Copepoditstadien,599.9
27.03.2023,0,D,E04,cyclopoide Copepoditstadien,642.4
27.03.2023,0,D,E04,cyclopoide Copepoditstadien,472
27.03.2023,0,D,E04,cyclopoide Copepoditstadien,525.4
27.03.2023,0,D,E04,cyclopoide Copepoditstadien,462.3
27.03.2023,0,D,E04,Cyclops spec.,975.5
27.03.2023,0,D,E04,Cyclops spec.,953.5
27.03.2023,0,D,E04,Cyclops spec.,942.7
27.03.2023,0,D,E04,Cyclops spec.,1030.6
27.03.2023,0,D,E04,Cyclops spec.,893.7
27.03.2023,0,D,E04,Cyclops spec.,937.2
27.03.2023,0,D,E04,Cyclops spec.,743.2
27.03.2023,0,D,E04,Cyclops spec.,935
27.03.2023,0,D,E04,Cyclops spec.,870.7
27.03.2023,0,D,E04,Cyclops spec.,1086.9
27.03.2023,0,D,E04,Bosmina coregoni,546
27.03.2023,0,D,E04,Bosmina coregoni,474.5
27.03.2023,0,D,E05,Nauplien,293.1
27.03.2023,0,D,E05,Nauplien,340.8
27.03.2023,0,D,E05,Nauplien,397.7
27.03.2023,0,D,E05,Nauplien,368.5
27.03.2023,0,D,E05,Nauplien,235.3
27.03.2023,0,D,E05,Nauplien,199.6
27.03.2023,0,D,E05,Nauplien,193.8
27.03.2023,0,D,E05,Nauplien,251.8
27.03.2023,0,D,E05,Nauplien,138.1
27.03.2023,0,D,E05,Nauplien,199.5
27.03.2023,0,D,E05,Nauplien,179.8
27.03.2023,0,D,E05,Nauplien,157.1
27.03.2023,0,D,E05,Nauplien,176.8
27.03.2023,0,D,E05,Nauplien,318.2
27.03.2023,0,D,E05,Nauplien,191.3
27.03.2023,0,D,E05,Eudiaptomus gracilis,958.5
27.03.2023,0,D,E05,Eudiaptomus gracilis,913.5
27.03.2023,0,D,E05,Eudiaptomus gracilis,983.5
27.03.2023,0,D,E05,Eudiaptomus gracilis,978
27.03.2023,0,D,E05,Eudiaptomus gracilis,922
27.03.2023,0,D,E05,Eudiaptomus gracilis,1003.7
27.03.2023,0,D,E05,Eudiaptomus gracilis,1000.7
27.03.2023,0,D,E05,Eudiaptomus gracilis,969.7
27.03.2023,0,D,E05,Eudiaptomus gracilis,962.5
27.03.2023,0,D,E05,Eudiaptomus gracilis,954.2
27.03.2023,0,D,E05,cyclopoide Copepoditstadien,721.4
27.03.2023,0,D,E05,cyclopoide Copepoditstadien,854.9
27.03.2023,0,D,E05,cyclopoide Copepoditstadien,499.2
27.03.2023,0,D,E05,cyclopoide Copepoditstadien,443.3
27.03.2023,0,D,E05,cyclopoide Copepoditstadien,409.8
27.03.2023,0,D,E05,cyclopoide Copepoditstadien,459.2
27.03.2023,0,D,E05,cyclopoide Copepoditstadien,540.9
27.03.2023,0,D,E05,cyclopoide Copepoditstadien,537.2
27.03.2023,0,D,E05,cyclopoide Copepoditstadien,407.7
27.03.2023,0,D,E05,cyclopoide Copepoditstadien,595.7
27.03.2023,0,D,E05,Cyclops spec.,1053.5
27.03.2023,0,D,E05,Cyclops spec.,919.2
27.03.2023,0,D,E05,Cyclops spec.,838.2
27.03.2023,0,D,E05,Cyclops spec.,1104.3
27.03.2023,0,D,E05,Cyclops spec.,931.2
27.03.2023,0,D,E05,Cyclops spec.,812.4
27.03.2023,0,D,E05,Cyclops spec.,1068
27.03.2023,0,D,E05,Cyclops spec.,901.5
27.03.2023,0,D,E05,Cyclops spec.,904.2
27.03.2023,0,D,E05,Cyclops spec.,946.5
27.03.2023,0,D,E05,Eudiaoptums Copepoditstadien ,417
27.03.2023,0,D,E05,Eudiaoptums Copepoditstadien ,497.2
27.03.2023,0,D,E06,Harpacticoida,771.9
27.03.2023,0,D,E06,Nauplien,348
27.03.2023,0,D,E06,Nauplien,401.2
27.03.2023,0,D,E06,Nauplien,254.6
27.03.2023,0,D,E06,Nauplien,273.7
27.03.2023,0,D,E06,Nauplien,293.2
27.03.2023,0,D,E06,Nauplien,290.5
27.03.2023,0,D,E06,Nauplien,273.3
27.03.2023,0,D,E06,Nauplien,300.7
27.03.2023,0,D,E06,Nauplien,395.3
27.03.2023,0,D,E06,Nauplien,309.5
27.03.2023,0,D,E06,Eudiaptomus gracilis,733.5
27.03.2023,0,D,E06,Eudiaptomus gracilis,748.4
27.03.2023,0,D,E06,Eudiaptomus gracilis,950.9
27.03.2023,0,D,E06,Eudiaptomus gracilis,817.9
27.03.2023,0,D,E06,Eudiaptomus gracilis,862
27.03.2023,0,D,E06,Eudiaptomus gracilis,871
27.03.2023,0,D,E06,Eudiaptomus gracilis,896.5
27.03.2023,0,D,E06,Eudiaptomus gracilis,836.9
27.03.2023,0,D,E06,Eudiaptomus gracilis,779.7
27.03.2023,0,D,E06,Eudiaptomus gracilis,801
27.03.2023,0,D,E06,Eudiaoptums Copepoditstadien ,516.5
27.03.2023,0,D,E06,Eudiaoptums Copepoditstadien ,532.7
27.03.2023,0,D,E06,Eudiaoptums Copepoditstadien ,451.6
27.03.2023,0,D,E06,Eudiaoptums Copepoditstadien ,433.2
27.03.2023,0,D,E06,Eudiaoptums Copepoditstadien ,487.7
27.03.2023,0,D,E06,Eudiaoptums Copepoditstadien ,453.2
27.03.2023,0,D,E06,Eudiaoptums Copepoditstadien ,452.5
27.03.2023,0,D,E06,Eudiaoptums Copepoditstadien ,629.5
27.03.2023,0,D,E06,Eudiaoptums Copepoditstadien ,478
27.03.2023,0,D,E06,Eudiaoptums Copepoditstadien ,455.8
27.03.2023,0,D,E06,Bosmina longirostris,309.2
27.03.2023,0,D,E06,Bosmina longirostris,288.6
27.03.2023,0,D,E06,Bosmina longirostris,356.2
27.03.2023,0,D,E06,Bosmina longirostris,369.6
27.03.2023,0,D,E06,Bosmina longirostris,332
27.03.2023,0,D,E06,Bosmina longirostris,274.1
27.03.2023,0,D,E06,Bosmina longirostris,261.5
27.03.2023,0,D,E06,Bosmina longirostris,319.1
27.03.2023,0,D,E06,Bosmina longirostris,255.6
27.03.2023,0,D,E06,Bosmina longirostris,236.8
27.03.2023,0,D,E06,Bosmina longirostris,267.2
27.03.2023,0,D,E06,Bosmina longirostris,242.6
27.03.2023,0,D,E06,Bosmina longirostris,283.7
27.03.2023,0,D,E06,Bosmina longirostris,249.3
27.03.2023,0,D,E06,Bosmina longirostris,263.2
22.03.2023,0,D,E07 ,Nauplien,235.5
22.03.2023,0,D,E07 ,Nauplien,163.5
22.03.2023,0,D,E07 ,Nauplien,293.7
22.03.2023,0,D,E07 ,Nauplien,169.8
22.03.2023,0,D,E07 ,Nauplien,296.1
22.03.2023,0,D,E07 ,Nauplien,237.6
22.03.2023,0,D,E07 ,Nauplien,312.2
22.03.2023,0,D,E07 ,Nauplien,154.1
22.03.2023,0,D,E07 ,Nauplien,166.8
22.03.2023,0,D,E07 ,Nauplien,161.5
22.03.2023,0,D,E07 ,Nauplien,244
22.03.2023,0,D,E07 ,Nauplien,232
22.03.2023,0,D,E07 ,Nauplien,162.6
22.03.2023,0,D,E07 ,Nauplien,137.1
22.03.2023,0,D,E07 ,Nauplien,327.2
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,868.7
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,833.5
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,792.4
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,848.7
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,874.4
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,831.5
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,934.2
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,897.2
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,911
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,827.5
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,909.9
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,942
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,943
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,923.7
22.03.2023,0,D,E07 ,Eudiaptomus gracilis,884.5
22.03.2023,0,D,E07 ,Eudiaoptums Copepoditstadien ,537.5
22.03.2023,0,D,E07 ,Eudiaoptums Copepoditstadien ,409.6
22.03.2023,0,D,E07 ,cyclopoide Copepoditstadien,527.5
22.03.2023,0,D,E07 ,cyclopoide Copepoditstadien,558.2
22.03.2023,0,D,E07 ,cyclopoide Copepoditstadien,564.7
22.03.2023,0,D,E07 ,cyclopoide Copepoditstadien,419.2
22.03.2023,0,D,E07 ,cyclopoide Copepoditstadien,550.9
22.03.2023,0,D,E07 ,cyclopoide Copepoditstadien,661.2
22.03.2023,0,D,E07 ,cyclopoide Copepoditstadien,526.9
22.03.2023,0,D,E07 ,cyclopoide Copepoditstadien,526.7
22.03.2023,0,D,E07 ,cyclopoide Copepoditstadien,574.7
22.03.2023,0,D,E07 ,cyclopoide Copepoditstadien,633.2
22.03.2023,0,D,E07 ,Thermocyclops oithonoides,571.2
22.03.2023,0,D,E07 ,Thermocyclops oithonoides,577.7
22.03.2023,0,D,E07 ,Thermocyclops oithonoides,563.5
22.03.2023,0,D,E07 ,Thermocyclops oithonoides,545.7
22.03.2023,0,D,E07 ,Thermocyclops oithonoides,577.2
22.03.2023,0,D,E07 ,Thermocyclops oithonoides,569.7
22.03.2023,0,D,E07 ,Thermocyclops oithonoides,575.5
22.03.2023,0,D,E07 ,Cyclops spec.,765.7
22.03.2023,0,D,E07 ,Bosmina coregoni,242.8
22.03.2023,0,D,E08,Bosmina longirostris,282.2
22.03.2023,0,D,E08,Bosmina longirostris,435.2
22.03.2023,0,D,E08,Bosmina longirostris,439.2
22.03.2023,0,D,E08,Bosmina longirostris,269.2
22.03.2023,0,D,E08,Bosmina longirostris,275.2
22.03.2023,0,D,E08,Bosmina longirostris,528.2
22.03.2023,0,D,E08,Bosmina longirostris,407.7
22.03.2023,0,D,E08,Bosmina longirostris,293.6
22.03.2023,0,D,E08,Bosmina longirostris,261.1
22.03.2023,0,D,E08,Bosmina longirostris,250.3
22.03.2023,0,D,E08,Eudiaoptums Copepoditstadien ,853.9
22.03.2023,0,D,E08,Eudiaoptums Copepoditstadien ,557.4
22.03.2023,0,D,E08,Eudiaoptums Copepoditstadien ,447.8
22.03.2023,0,D,E08,Eudiaoptums Copepoditstadien ,563.5
22.03.2023,0,D,E08,Eudiaoptums Copepoditstadien ,739.5
22.03.2023,0,D,E08,Eudiaoptums Copepoditstadien ,519.9
22.03.2023,0,D,E08,Eudiaoptums Copepoditstadien ,863.5
22.03.2023,0,D,E08,Eudiaoptums Copepoditstadien ,411.6
22.03.2023,0,D,E08,Eudiaoptums Copepoditstadien ,543.7
22.03.2023,0,D,E08,Eudiaoptums Copepoditstadien ,375.1
22.03.2023,0,D,E08,cyclopoide Copepoditstadien,496.7
22.03.2023,0,D,E08,cyclopoide Copepoditstadien,646.9
22.03.2023,0,D,E08,cyclopoide Copepoditstadien,553.7
22.03.2023,0,D,E08,cyclopoide Copepoditstadien,565.2
22.03.2023,0,D,E08,cyclopoide Copepoditstadien,705.7
22.03.2023,0,D,E08,cyclopoide Copepoditstadien,582.5
22.03.2023,0,D,E08,cyclopoide Copepoditstadien,574.5
22.03.2023,0,D,E08,cyclopoide Copepoditstadien,663.7
22.03.2023,0,D,E08,cyclopoide Copepoditstadien,553.4
22.03.2023,0,D,E08,cyclopoide Copepoditstadien,707.7
22.03.2023,0,D,E08,Cyclops spec.,1124
22.03.2023,0,D,E08,Cyclops spec.,1299.3
22.03.2023,0,D,E08,Cyclops spec.,856
22.03.2023,0,D,E08,Cyclops spec.,1176
22.03.2023,0,D,E08,Cyclops spec.,1126.6
22.03.2023,0,D,E08,Cyclops spec.,1175.4
22.03.2023,0,D,E08,Cyclops spec.,811.7
22.03.2023,0,D,E08,Eudiaptomus gracilis,1120
22.03.2023,0,D,E08,Eudiaptomus gracilis,1072.9
22.03.2023,0,D,E08,Eudiaptomus gracilis,1036.6
22.03.2023,0,D,E08,Eudiaptomus gracilis,1099.5
22.03.2023,0,D,E08,Eudiaptomus gracilis,1014.5
22.03.2023,0,D,E08,Eudiaptomus gracilis,1025.3
22.03.2023,0,D,E08,Eudiaptomus gracilis,971.4
22.03.2023,0,D,E08,Eudiaptomus gracilis,1093.6
22.03.2023,0,D,E08,Eudiaptomus gracilis,1034.9
22.03.2023,0,D,E08,Eudiaptomus gracilis,1057
22.03.2023,0,D,E08,Eurytemora Copepoditstadien,824
22.03.2023,0,D,E08,Eurytemora Copepoditstadien,911.5
22.03.2023,0,D,E08,Eurytemora Copepoditstadien,785.4
22.03.2023,0,D,E08,Eurytemora Copepoditstadien,804
22.03.2023,0,D,E08,Eurytemora Copepoditstadien,711.7
22.03.2023,0,D,E08,Eurytemora Copepoditstadien,805
22.03.2023,0,D,E08,Eurytemora Copepoditstadien,481.7
22.03.2023,0,D,E08,Eurytemora Copepoditstadien,755.2
22.03.2023,0,D,E08,Eurytemora Copepoditstadien,670.2
22.03.2023,0,D,E08,Eurytemora Copepoditstadien,804
22.03.2023,0,D,E08,Nauplien,153.5
22.03.2023,0,D,E08,Nauplien,474.2
22.03.2023,0,D,E08,Nauplien,149
22.03.2023,0,D,E08,Nauplien,215.5
22.03.2023,0,D,E08,Nauplien,305.1
22.03.2023,0,D,E08,Nauplien,205.6
22.03.2023,0,D,E08,Nauplien,295.6
22.03.2023,0,D,E08,Nauplien,244.6
22.03.2023,0,D,E08,Nauplien,358.2
22.03.2023,0,D,E08,Nauplien,203.6
22.03.2023,0,D,E08,Eurytemora lacustris,946.2
22.03.2023,0,D,E09,Nauplien,175.3
22.03.2023,0,D,E09,Nauplien,301.8
22.03.2023,0,D,E09,Nauplien,128.5
22.03.2023,0,D,E09,Nauplien,291.2
22.03.2023,0,D,E09,Nauplien,215.8
22.03.2023,0,D,E09,Nauplien,306.2
22.03.2023,0,D,E09,Nauplien,355
22.03.2023,0,D,E09,Nauplien,240.3
22.03.2023,0,D,E09,Nauplien,137.6
22.03.2023,0,D,E09,Nauplien,294.8
22.03.2023,0,D,E09,Eudiaptomus gracilis,973.7
22.03.2023,0,D,E09,Eudiaptomus gracilis,1005.2
22.03.2023,0,D,E09,Eudiaptomus gracilis,959.5
22.03.2023,0,D,E09,Eudiaptomus gracilis,928.5
22.03.2023,0,D,E09,Eudiaptomus gracilis,951.2
22.03.2023,0,D,E09,Eudiaptomus gracilis,830.5
22.03.2023,0,D,E09,Eudiaptomus gracilis,918
22.03.2023,0,D,E09,Eudiaptomus gracilis,927.4
22.03.2023,0,D,E09,Eudiaptomus gracilis,974.7
22.03.2023,0,D,E09,Eudiaptomus gracilis,957.2
22.03.2023,0,D,E09,Eudiaoptums Copepoditstadien ,752.7
22.03.2023,0,D,E09,Eudiaoptums Copepoditstadien ,469.7
22.03.2023,0,D,E09,Eudiaoptums Copepoditstadien ,524.9
22.03.2023,0,D,E09,Eudiaoptums Copepoditstadien ,413.5
22.03.2023,0,D,E09,Eudiaoptums Copepoditstadien ,533
22.03.2023,0,D,E09,Eudiaoptums Copepoditstadien ,513.7
22.03.2023,0,D,E09,Eudiaoptums Copepoditstadien ,457.5
22.03.2023,0,D,E09,Eudiaoptums Copepoditstadien ,430.6
22.03.2023,0,D,E09,Eudiaoptums Copepoditstadien ,409.8
22.03.2023,0,D,E09,Eudiaoptums Copepoditstadien ,486.2
22.03.2023,0,D,E09,Bosmina longirostris,401.2
22.03.2023,0,D,E09,Bosmina longirostris,309.1
22.03.2023,0,D,E09,Bosmina longirostris,255.6
22.03.2023,0,D,E09,Bosmina longirostris,450.8
22.03.2023,0,D,E09,Bosmina longirostris,460.1
22.03.2023,0,D,E09,Chydorus sphaericus,234.8
22.03.2023,0,D,E09,cyclopoide Copepoditstadien,405.2
22.03.2023,0,D,E09,cyclopoide Copepoditstadien,474.2
22.03.2023,0,D,E09,cyclopoide Copepoditstadien,401.3
22.03.2023,0,D,E09,cyclopoide Copepoditstadien,400.5
22.03.2023,0,D,E09,cyclopoide Copepoditstadien,463.5
22.03.2023,0,D,E09,cyclopoide Copepoditstadien,440.6
22.03.2023,0,D,E09,cyclopoide Copepoditstadien,437.8
22.03.2023,0,D,E09,cyclopoide Copepoditstadien,576.7
22.03.2023,0,D,E09,cyclopoide Copepoditstadien,377.3
22.03.2023,0,D,E09,cyclopoide Copepoditstadien,676.2
22.03.2023,0,D,E09,Cyclops spec.,820.4
